simulation,position,driver_id,driver_name,team,total_time,gap_to_leader,pit_stops,fastest_lap,status,dnf_reason,strategy
29,14,ZHO,ZHO,Kick Sauber,7077.606,166.753,4,99.701,finished,,"soft,hard,medium"
29,15,ALO,ALO,Aston Martin,7086.479,175.626,4,99.836,finished,,"soft,hard,medium"
29,16,RIC,RIC,RB,7088.386,177.534,4,99.569,finished,,"soft,hard,medium"
29,17,ALB,ALB,Williams,483.562,0.000,0,100.664,dnf,gearbox failure,soft
29,18,SAR,SAR,Williams,2429.276,0.000,2,100.059,dnf,engine failure,"soft,hard,medium"
29,19,MAG,MAG,Haas F1 Team,5448.916,0.000,3,100.640,dnf,hydraulics failure,"soft,hard,medium"
29,20,TSU,TSU,RB,5550.614,0.000,3,100.410,dnf,hydraulics failure,"soft,hard,medium"
30,1,VER,VER,Red Bull Racing,7071.688,0.000,4,97.220,finished,,"soft,hard,medium"
30,2,PER,PER,Red Bull Racing,7081.657,9.969,4,97.386,finished,,"soft,hard,medium"
30,3,LEC,LEC,Ferrari,7139.619,67.931,4,98.115,finished,,"soft,hard,medium"
30,4,SAI,SAI,Ferrari,7140.551,68.862,4,98.264,finished,,"soft,hard,medium"
30,5,RUS,RUS,Mercedes,7207.230,135.542,4,99.136,finished,,"soft,hard,medium"
30,6,OCO,OCO,Alpine,7207.820,136.132,4,99.637,finished,,"soft,hard,medium"
30,7,BOT,BOT,Kick Sauber,7213.093,141.405,4,99.258,finished,,"soft,hard,medium"
30,8,ALB,ALB,Williams,7214.497,142.809,4,99.311,finished,,"soft,hard,medium"
30,9,STR,STR,Aston Martin,7214.981,143.293,4,98.976,finished,,"soft,hard,medium"
30,10,PIA,PIA,McLaren,7215.824,144.136,4,98.843,finished,,"soft,hard,medium"
30,11,TSU,TSU,RB,7218.805,147.116,4,99.166,finished,,"soft,hard,medium"
30,12,ZHO,ZHO,Kick Sauber,7220.269,148.580,4,98.597,finished,,"soft,hard,medium"
30,13,RIC,RIC,RB,7221.193,149.505,4,99.576,finished,,"soft,hard,medium"
30,14,GAS,GAS,Alpine,7222.159,150.471,4,99.213,finished,,"soft,hard,medium"
30,15,ALO,ALO,Aston Martin,7223.106,151.418,4,99.395,finished,,"soft,hard,medium"
30,16,HAM,HAM,Mercedes,7234.337,162.649,5,98.732,finished,,"soft,hard,medium"
30,17,NOR,NOR,McLaren,7245.014,173.325,5,98.803,finished,,"soft,hard,medium"
30,18,HUL,HUL,Haas F1 Team,201.253,0.000,0,100.586,dnf,brake failure,soft
30,19,MAG,MAG,Haas F1 Team,1010.538,0.000,0,100.268,dnf,hydraulics failure,soft
30,20,SAR,SAR,Williams,3496.785,0.000,2,100.255,dnf,electrical failure,"soft,hard,medium"
31,1,PER,PER,Red Bull Racing,6691.113,0.000,4,97.057,finished,,"soft,hard,medium"
31,2,VER,VER,Red Bull Racing,6705.783,14.670,5,96.797,finished,,"soft,hard,medium"
31,3,SAI,SAI,Ferrari,6747.939,56.826,4,97.537,finished,,"soft,hard,medium"
31,4,LEC,LEC,Ferrari,6786.517,95.404,5,98.056,finished,,"soft,hard,medium"
31,5,NOR,NOR,McLaren,6803.995,112.882,4,98.571,finished,,"soft,hard,medium"
31,6,ALB,ALB,Williams,6811.859,120.746,4,99.089,finished,,"soft,hard,medium"
31,7,RUS,RUS,Mercedes,6815.815,124.702,4,98.933,finished,,"soft,hard,medium"
31,8,RIC,RIC,RB,6817.537,126.424,4,99.316,finished,,"soft,hard,medium"
31,9,ZHO,ZHO,Kick Sauber,6822.990,131.877,4,99.163,finished,,"soft,hard,medium"
31,10,HAM,HAM,Mercedes,6824.522,133.410,4,98.778,finished,,"soft,hard,medium"
31,11,SAR,SAR,Williams,6826.396,135.283,4,99.213,finished,,"soft,hard,medium"
31,12,STR,STR,Aston Martin,6835.920,144.807,5,98.747,finished,,"soft,hard,medium"
31,13,BOT,BOT,Kick Sauber,6839.952,148.839,5,98.884,finished,,"soft,hard,medium"
31,14,TSU,TSU,RB,6844.116,153.003,5,98.599,finished,,"soft,hard,medium"
31,15,PIA,PIA,McLaren,6845.524,154.411,5,98.579,finished,,"soft,hard,medium"
31,16,GAS,GAS,Alpine,6845.812,154.699,5,98.483,finished,,"soft,hard,medium"
31,17,ALO,ALO,Aston Martin,6846.482,155.370,5,98.023,finished,,"soft,hard,medium"
31,18,MAG,MAG,Haas F1 Team,1978.638,0.000,1,100.173,dnf,gearbox failure,"medium,hard"
31,19,OCO,OCO,Alpine,2181.710,0.000,1,99.681,dnf,brake failure,"medium,hard"
31,20,HUL,HUL,Haas F1 Team,5665.475,0.000,4,99.109,dnf,brake failure,"soft,hard,medium"
32,1,PER,PER,Red Bull Racing,7106.017,0.000,4,97.812,finished,,"soft,hard,medium"
32,2,VER,VER,Red Bull Racing,7110.653,4.636,5,96.731,finished,,"soft,hard,medium"
32,3,SAI,SAI,Ferrari,7175.953,69.936,5,97.491,finished,,"soft,hard,medium"
32,4,LEC,LEC,Ferrari,7185.755,79.739,5,98.189,finished,,"soft,hard,medium"
32,5,HAM,HAM,Mercedes,7212.812,106.795,4,99.058,finished,,"soft,hard,medium"
32,6,BOT,BOT,Kick Sauber,7224.666,118.649,4,99.031,finished,,"soft,hard,medium"
32,7,STR,STR,Aston Martin,7232.401,126.384,4,99.273,finished,,"soft,hard,medium"
32,8,RIC,RIC,RB,7236.518,130.501,4,98.988,finished,,"soft,hard,medium"
32,9,OCO,OCO,Alpine,7238.543,132.527,4,99.519,finished,,"soft,hard,medium"
32,10,ZHO,ZHO,Kick Sauber,7239.524,133.507,5,98.825,finished,,"soft,hard,medium"
32,11,GAS,GAS,Alpine,7248.803,142.786,5,98.767,finished,,"soft,hard,medium"
32,12,ALO,ALO,Aston Martin,7250.449,144.433,5,98.850,finished,,"soft,hard,medium"
32,13,PIA,PIA,McLaren,7251.401,145.384,5,99.080,finished,,"soft,hard,medium"
32,14,RUS,RUS,Mercedes,7252.516,146.500,5,98.304,finished,,"soft,hard,medium"
32,15,NOR,NOR,McLaren,7253.740,147.724,5,98.877,finished,,"soft,hard,medium"
32,16,ALB,ALB,Williams,382.952,0.000,0,100.999,dnf,hydraulics failure,soft
32,17,SAR,SAR,Williams,527.498,0.000,0,101.246,dnf,gearbox failure,soft
32,18,TSU,TSU,RB,812.798,0.000,0,101.136,dnf,gearbox failure,medium
32,19,HUL,HUL,Haas F1 Team,6332.437,0.000,4,99.418,dnf,brake failure,"soft,hard,medium"
32,20,MAG,MAG,Haas F1 Team,6616.799,0.000,4,99.866,dnf,engine failure,"soft,hard,medium"
33,1,PER,PER,Red Bull Racing,7083.633,0.000,4,97.921,finished,,"soft,hard,medium"
33,2,VER,VER,Red Bull Racing,7092.616,8.983,5,97.730,finished,,"soft,hard,medium"
33,3,SAI,SAI,Ferrari,7143.021,59.389,4,98.973,finished,,"soft,hard,medium"
33,4,LEC,LEC,Ferrari,7173.278,89.645,5,99.245,finished,,"soft,hard,medium"
33,5,RUS,RUS,Mercedes,7199.465,115.832,4,99.784,finished,,"soft,hard,medium"
33,6,ZHO,ZHO,Kick Sauber,7219.444,135.811,4,99.833,finished,,"soft,hard,medium"
33,7,TSU,TSU,RB,7229.877,146.244,5,99.655,finished,,"soft,hard,medium"
33,8,STR,STR,Aston Martin,7233.779,150.147,5,99.934,finished,,"soft,hard,medium"
33,9,NOR,NOR,McLaren,7235.054,151.421,5,100.134,finished,,"soft,hard,medium"
33,10,BOT,BOT,Kick Sauber,7235.633,152.000,5,99.877,finished,,"soft,hard,medium"
33,11,ALB,ALB,Williams,7236.152,152.519,5,99.446,finished,,"soft,hard,medium"
33,12,HAM,HAM,Mercedes,7238.206,154.573,5,99.835,finished,,"soft,hard,medium"
33,13,OCO,OCO,Alpine,7240.843,157.210,5,99.752,finished,,"soft,hard,medium"
33,14,HUL,HUL,Haas F1 Team,7243.400,159.767,5,99.966,finished,,"soft,hard,medium"
33,15,ALO,ALO,Aston Martin,7244.600,160.967,5,100.051,finished,,"soft,hard,medium"
33,16,PIA,PIA,McLaren,7244.642,161.009,5,99.558,finished,,"soft,hard,medium"
33,17,MAG,MAG,Haas F1 Team,2297.901,0.000,2,100.958,dnf,hydraulics failure,"soft,hard,medium"
33,18,SAR,SAR,Williams,3304.177,0.000,2,100.063,dnf,crash,"soft,hard,medium"
33,19,GAS,GAS,Alpine,5751.409,0.000,4,100.060,dnf,hydraulics failure,"soft,hard,medium"
33,20,RIC,RIC,RB,6864.010,0.000,5,99.596,dnf,electrical failure,"soft,hard,medium"
34,1,PER,PER,Red Bull Racing,7456.880,0.000,5,98.158,finished,,"soft,hard,medium"
34,2,VER,VER,Red Bull Racing,7464.919,8.039,5,97.706,finished,,"soft,hard,medium"
34,3,SAI,SAI,Ferrari,7497.507,40.627,4,98.183,finished,,"soft,hard,medium"
34,4,LEC,LEC,Ferrari,7543.845,86.965,5,98.869,finished,,"soft,hard,medium"
34,5,PIA,PIA,McLaren,7565.819,108.939,4,99.712,finished,,"soft,hard,medium"
34,6,BOT,BOT,Kick Sauber,7577.999,121.119,4,99.795,finished,,"soft,hard,medium"
34,7,GAS,GAS,Alpine,7583.933,127.053,4,99.719,finished,,"soft,hard,medium"
34,8,RUS,RUS,Mercedes,7584.834,127.954,4,99.638,finished,,"soft,hard,medium"
34,9,HUL,HUL,Haas F1 Team,7586.194,129.314,4,99.852,finished,,"soft,hard,medium"
34,10,ZHO,ZHO,Kick Sauber,7586.906,130.026,4,99.656,finished,,"soft,hard,medium"
34,11,OCO,OCO,Alpine,7587.331,130.452,4,99.573,finished,,"soft,hard,medium"
34,12,MAG,MAG,Haas F1 Team,7591.210,134.330,4,99.782,finished,,"soft,hard,medium"
34,13,ALO,ALO,Aston Martin,7593.401,136.521,4,100.233,finished,,"soft,hard,medium"
34,14,STR,STR,Aston Martin,7593.683,136.803,4,100.323,finished,,"soft,hard,medium"
34,15,ALB,ALB,Williams,7603.759,146.879,5,99.624,finished,,"soft,hard,medium"
34,16,HAM,HAM,Mercedes,7606.535,149.655,5,99.573,finished,,"soft,hard,medium"
34,17,TSU,TSU,RB,7613.142,156.262,5,99.664,finished,,"soft,hard,medium"
34,18,SAR,SAR,Williams,7613.667,156.787,5,100.116,finished,,"soft,hard,medium"
34,19,NOR,NOR,McLaren,7614.094,157.214,5,99.688,finished,,"soft,hard,medium"
34,20,RIC,RIC,RB,6321.927,0.000,4,99.784,dnf,hydraulics failure,"soft,hard,medium"
35,1,VER,VER,Red Bull Racing,7055.072,0.000,4,97.077,finished,,"soft,hard,medium"
35,2,PER,PER,Red Bull Racing,7077.000,21.928,4,97.613,finished,,"soft,hard,medium"
35,3,SAI,SAI,Ferrari,7128.794,73.722,4,97.826,finished,,"soft,hard,medium"
35,4,LEC,LEC,Ferrari,7144.712,89.640,4,98.451,finished,,"soft,hard,medium"
35,5,PIA,PIA,McLaren,7184.136,129.064,4,98.865,finished,,"soft,hard,medium"
35,6,HAM,HAM,Mercedes,7193.450,138.378,4,98.836,finished,,"soft,hard,medium"
35,7,GAS,GAS,Alpine,7196.087,141.015,4,98.484,finished,,"soft,hard,medium"
35,8,NOR,NOR,McLaren,7201.724,146.652,4,99.208,finished,,"soft,hard,medium"
35,9,BOT,BOT,Kick Sauber,7201.816,146.745,4,98.448,finished,,"soft,hard,medium"
35,10,ALB,ALB,Williams,7204.096,149.024,4,99.174,finished,,"soft,hard,medium"
35,11,MAG,MAG,Haas F1 Team,7207.235,152.164,4,99.319,finished,,"soft,hard,medium"
35,12,RUS,RUS,Mercedes,7207.383,152.312,4,99.183,finished,,"soft,hard,medium"
35,13,ZHO,ZHO,Kick Sauber,7207.748,152.677,4,99.117,finished,,"soft,hard,medium"
35,14,STR,STR,Aston Martin,7210.584,155.513,4,98.917,finished,,"soft,hard,medium"
35,15,OCO,OCO,Alpine,7211.531,156.459,4,99.479,finished,,"soft,hard,medium"
35,16,SAR,SAR,Williams,7214.079,159.007,4,99.247,finished,,"soft,hard,medium"
35,17,RIC,RIC,RB,7216.167,161.095,4,99.142,finished,,"soft,hard,medium"
35,18,ALO,ALO,Aston Martin,7233.288,178.216,5,98.575,finished,,"soft,hard,medium"
35,19,TSU,TSU,RB,1954.046,0.000,1,100.794,dnf,engine failure,"medium,hard"
35,20,HUL,HUL,Haas F1 Team,4228.516,0.000,3,100.590,dnf,brake failure,"soft,hard,medium"
36,1,VER,VER,Red Bull Racing,6597.421,0.000,4,97.973,finished,,"soft,hard,medium"
36,2,PER,PER,Red Bull Racing,6610.751,13.330,4,97.404,finished,,"soft,hard,medium"
36,3,SAI,SAI,Ferrari,6641.417,43.995,3,98.755,finished,,"soft,hard,medium"
36,4,PIA,PIA,McLaren,6686.177,88.756,2,100.081,finished,,"soft,hard,medium"
36,5,SAR,SAR,Williams,6704.588,107.166,3,99.688,finished,,"soft,hard,medium"
36,6,MAG,MAG,Haas F1 Team,6707.024,109.602,3,99.583,finished,,"soft,hard,medium"
36,7,HUL,HUL,Haas F1 Team,6712.868,115.447,3,100.162,finished,,"soft,hard,medium"
36,8,STR,STR,Aston Martin,6714.363,116.941,3,100.141,finished,,"soft,hard,medium"
36,9,GAS,GAS,Alpine,6714.479,117.058,3,100.034,finished,,"soft,hard,medium"
36,10,BOT,BOT,Kick Sauber,6720.037,122.615,3,99.984,finished,,"soft,hard,medium"
36,11,TSU,TSU,RB,6726.260,128.838,4,99.607,finished,,"soft,hard,medium"
36,12,NOR,NOR,McLaren,6727.672,130.250,4,99.695,finished,,"soft,hard,medium"
36,13,ALO,ALO,Aston Martin,6730.045,132.624,4,99.383,finished,,"soft,hard,medium"
36,14,RUS,RUS,Mercedes,6735.485,138.063,4,99.696,finished,,"soft,hard,medium"
36,15,ALB,ALB,Williams,6735.546,138.124,4,100.108,finished,,"soft,hard,medium"
36,16,HAM,HAM,Mercedes,6736.603,139.181,4,99.545,finished,,"soft,hard,medium"
36,17,OCO,OCO,Alpine,6737.917,140.496,4,99.508,finished,,"soft,hard,medium"
36,18,ZHO,ZHO,Kick Sauber,6740.354,142.932,4,99.479,finished,,"soft,hard,medium"
36,19,RIC,RIC,RB,1051.316,0.000,0,100.591,dnf,hydraulics failure,soft
36,20,LEC,LEC,Ferrari,4920.497,0.000,3,99.679,dnf,crash,"soft,hard,medium"
37,1,PER,PER,Red Bull Racing,7303.654,0.000,5,97.797,finished,,"soft,hard,medium"
37,2,VER,VER,Red Bull Racing,7305.712,2.057,5,98.063,finished,,"soft,hard,medium"
37,3,LEC,LEC,Ferrari,7361.065,57.411,4,99.024,finished,,"soft,hard,medium"
37,4,SAI,SAI,Ferrari,7383.881,80.226,5,99.209,finished,,"soft,hard,medium"
37,5,ALO,ALO,Aston Martin,7415.997,112.343,3,100.144,finished,,"soft,hard,medium"
37,6,STR,STR,Aston Martin,7434.268,130.613,4,99.962,finished,,"soft,hard,medium"
37,7,NOR,NOR,McLaren,7436.989,133.335,5,100.016,finished,,"soft,hard,medium"
37,8,HUL,HUL,Haas F1 Team,7439.791,136.137,4,100.359,finished,,"soft,hard,medium"
37,9,PIA,PIA,McLaren,7445.238,141.584,4,99.873,finished,,"soft,hard,medium"
37,10,ALB,ALB,Williams,7445.887,142.233,5,99.923,finished,,"soft,hard,medium"
37,11,RIC,RIC,RB,7451.676,148.022,5,99.971,finished,,"soft,hard,medium"
37,12,ZHO,ZHO,Kick Sauber,7456.390,152.736,5,100.284,finished,,"soft,hard,medium"
37,13,HAM,HAM,Mercedes,7456.671,153.017,5,100.087,finished,,"soft,hard,medium"
37,14,BOT,BOT,Kick Sauber,7458.555,154.901,5,100.145,finished,,"soft,hard,medium"
37,15,TSU,TSU,RB,7460.868,157.213,5,100.530,finished,,"soft,hard,medium"
37,16,RUS,RUS,Mercedes,7461.561,157.907,5,100.120,finished,,"soft,hard,medium"
37,17,MAG,MAG,Haas F1 Team,7464.502,160.847,5,99.872,finished,,"soft,hard,medium"
37,18,SAR,SAR,Williams,7465.483,161.829,5,99.757,finished,,"soft,hard,medium"
37,19,GAS,GAS,Alpine,4621.538,0.000,3,99.955,dnf,electrical failure,"soft,hard,medium"
37,20,OCO,OCO,Alpine,5439.053,0.000,3,100.105,dnf,brake failure,"soft,hard,medium"
38,1,PER,PER,Red Bull Racing,7003.859,0.000,4,96.666,finished,,"soft,hard,medium"
38,2,VER,VER,Red Bull Racing,7005.825,1.966,4,97.359,finished,,"soft,hard,medium"
38,3,LEC,LEC,Ferrari,7068.063,64.203,4,98.082,finished,,"soft,hard,medium"
38,4,SAI,SAI,Ferrari,7069.935,66.076,4,98.419,finished,,"soft,hard,medium"
38,5,MAG,MAG,Haas F1 Team,7120.139,116.280,3,99.525,finished,,"soft,hard,medium"
38,6,TSU,TSU,RB,7131.318,127.459,4,99.672,finished,,"soft,hard,medium"
38,7,NOR,NOR,McLaren,7132.707,128.848,4,99.283,finished,,"soft,hard,medium"
38,8,ZHO,ZHO,Kick Sauber,7136.877,133.017,4,99.424,finished,,"soft,hard,medium"
38,9,ALB,ALB,Williams,7142.131,138.272,4,99.421,finished,,"soft,hard,medium"
38,10,ALO,ALO,Aston Martin,7143.317,139.458,4,98.993,finished,,"soft,hard,medium"
38,11,RUS,RUS,Mercedes,7145.816,141.956,4,99.308,finished,,"soft,hard,medium"
38,12,BOT,BOT,Kick Sauber,7146.375,142.515,4,99.292,finished,,"soft,hard,medium"
38,13,STR,STR,Aston Martin,7148.055,144.195,4,99.207,finished,,"soft,hard,medium"
38,14,SAR,SAR,Williams,7151.755,147.895,4,99.474,finished,,"soft,hard,medium"
38,15,OCO,OCO,Alpine,7152.331,148.472,4,99.460,finished,,"soft,hard,medium"
38,16,HAM,HAM,Mercedes,7156.447,152.588,5,99.298,finished,,"soft,hard,medium"
38,17,HUL,HUL,Haas F1 Team,7168.636,164.777,5,99.188,finished,,"soft,hard,medium"
38,18,PIA,PIA,McLaren,7169.519,165.660,5,99.841,finished,,"soft,hard,medium"
38,19,RIC,RIC,RB,7171.147,167.287,5,99.618,finished,,"soft,hard,medium"
38,20,GAS,GAS,Alpine,1759.361,0.000,1,100.649,dnf,engine failure,"medium,hard"
39,1,VER,VER,Red Bull Racing,7656.026,0.000,5,98.448,finished,,"soft,hard,medium"
39,2,PER,PER,Red Bull Racing,7670.999,14.973,5,98.912,finished,,"soft,hard,medium"
39,3,SAI,SAI,Ferrari,7720.939,64.913,5,99.186,finished,,"soft,hard,medium"
39,4,LEC,LEC,Ferrari,7734.442,78.416,5,100.381,finished,,"soft,hard,medium"
39,5,TSU,TSU,RB,7790.087,134.061,4,100.637,finished,,"soft,hard,medium"
39,6,STR,STR,Aston Martin,7801.606,145.580,5,100.589,finished,,"soft,hard,medium"
39,7,ALB,ALB,Williams,7803.260,147.234,5,101.064,finished,,"soft,hard,medium"
39,8,HAM,HAM,Mercedes,7804.105,148.079,5,100.635,finished,,"soft,hard,medium"
39,9,BOT,BOT,Kick Sauber,7806.303,150.277,5,101.388,finished,,"soft,hard,medium"
39,10,SAR,SAR,Williams,7809.211,153.185,5,101.041,finished,,"soft,hard,medium"
39,11,NOR,NOR,McLaren,7810.809,154.783,5,100.837,finished,,"soft,hard,medium"
39,12,GAS,GAS,Alpine,7811.190,155.164,5,100.823,finished,,"soft,hard,medium"
39,13,RUS,RUS,Mercedes,7811.269,155.243,5,100.858,finished,,"soft,hard,medium"
39,14,RIC,RIC,RB,7811.594,155.568,5,100.335,finished,,"soft,hard,medium"
39,15,ZHO,ZHO,Kick Sauber,7812.173,156.147,5,100.740,finished,,"soft,hard,medium"
39,16,PIA,PIA,McLaren,7814.290,158.264,5,100.846,finished,,"soft,hard,medium"
39,17,ALO,ALO,Aston Martin,7819.168,163.142,5,100.692,finished,,"soft,hard,medium"
39,18,OCO,OCO,Alpine,2466.223,0.000,2,100.968,dnf,hydraulics failure,"soft,hard,medium"
39,19,MAG,MAG,Haas F1 Team,2806.468,0.000,2,100.934,dnf,engine failure,"soft,hard,medium"
39,20,HUL,HUL,Haas F1 Team,5759.787,0.000,3,100.664,dnf,brake failure,"soft,hard,medium"
40,1,VER,VER,Red Bull Racing,6689.992,0.000,3,97.573,finished,,"soft,hard,medium"
40,2,PER,PER,Red Bull Racing,6726.697,36.704,4,98.183,finished,,"soft,hard,medium"
40,3,SAI,SAI,Ferrari,6779.687,89.695,4,98.633,finished,,"soft,hard,medium"
40,4,LEC,LEC,Ferrari,6787.588,97.596,4,98.828,finished,,"soft,hard,medium"
40,5,MAG,MAG,Haas F1 Team,6835.948,145.956,3,99.813,finished,,"soft,hard,medium"
40,6,NOR,NOR,McLaren,6837.910,147.918,3,99.471,finished,,"soft,hard,medium"
40,7,ZHO,ZHO,Kick Sauber,6848.722,158.729,4,99.886,finished,,"soft,hard,medium"
40,8,RIC,RIC,RB,6853.121,163.128,4,99.325,finished,,"soft,hard,medium"
40,9,TSU,TSU,RB,6855.127,165.135,4,99.754,finished,,"soft,hard,medium"
40,10,BOT,BOT,Kick Sauber,6859.479,169.487,4,99.674,finished,,"soft,hard,medium"
40,11,RUS,RUS,Mercedes,6860.282,170.290,4,99.591,finished,,"soft,hard,medium"
40,12,STR,STR,Aston Martin,6860.520,170.528,4,100.154,finished,,"soft,hard,medium"
40,13,PIA,PIA,McLaren,6861.022,171.030,4,99.658,finished,,"soft,hard,medium"
40,14,ALB,ALB,Williams,6861.971,171.979,4,99.493,finished,,"soft,hard,medium"
40,15,HAM,HAM,Mercedes,6868.275,178.283,5,99.572,finished,,"soft,hard,medium"
40,16,ALO,ALO,Aston Martin,6876.256,186.264,5,99.695,finished,,"soft,hard,medium"
40,17,HUL,HUL,Haas F1 Team,6882.280,192.288,5,99.351,finished,,"soft,hard,medium"
40,18,SAR,SAR,Williams,6883.248,193.256,5,99.452,finished,,"soft,hard,medium"
40,19,GAS,GAS,Alpine,5516.335,0.000,3,99.678,dnf,engine failure,"soft,hard,medium"
40,20,OCO,OCO,Alpine,6446.131,0.000,4,99.948,dnf,engine failure,"soft,hard,medium"
41,1,VER,VER,Red Bull Racing,7015.741,0.000,5,96.989,finished,,"soft,hard,medium"
41,2,PER,PER,Red Bull Racing,7034.572,18.831,5,97.305,finished,,"soft,hard,medium"
41,3,LEC,LEC,Ferrari,7071.905,56.163,4,98.087,finished,,"soft,hard,medium"
41,4,SAI,SAI,Ferrari,7094.904,79.163,5,98.321,finished,,"soft,hard,medium"
41,5,RUS,RUS,Mercedes,7119.733,103.992,4,99.218,finished,,"soft,hard,medium"
41,6,NOR,NOR,McLaren,7119.823,104.082,4,99.091,finished,,"soft,hard,medium"
41,7,HAM,HAM,Mercedes,7130.745,115.003,4,99.097,finished,,"soft,hard,medium"
41,8,ZHO,ZHO,Kick Sauber,7137.173,121.432,4,98.917,finished,,"soft,hard,medium"
41,9,GAS,GAS,Alpine,7145.323,129.581,4,99.085,finished,,"soft,hard,medium"
41,10,STR,STR,Aston Martin,7151.378,135.637,4,99.073,finished,,"soft,hard,medium"
41,11,OCO,OCO,Alpine,7160.623,144.881,5,98.738,finished,,"soft,hard,medium"
41,12,MAG,MAG,Haas F1 Team,7163.865,148.124,5,98.652,finished,,"soft,hard,medium"
41,13,PIA,PIA,McLaren,7163.970,148.228,5,99.158,finished,,"soft,hard,medium"
41,14,RIC,RIC,RB,7165.405,149.664,5,99.112,finished,,"soft,hard,medium"
41,15,SAR,SAR,Williams,7169.928,154.187,5,99.055,finished,,"soft,hard,medium"
41,16,TSU,TSU,RB,7171.055,155.313,5,99.256,finished,,"soft,hard,medium"
41,17,HUL,HUL,Haas F1 Team,7171.507,155.766,5,98.681,finished,,"soft,hard,medium"
41,18,ALO,ALO,Aston Martin,7172.674,156.932,5,98.945,finished,,"soft,hard,medium"
41,19,ALB,ALB,Williams,7173.861,158.120,5,99.054,finished,,"soft,hard,medium"
41,20,BOT,BOT,Kick Sauber,7176.018,160.277,5,99.311,finished,,"soft,hard,medium"
42,1,VER,VER,Red Bull Racing,7020.167,0.000,4,97.396,finished,,"soft,hard,medium"
42,2,PER,PER,Red Bull Racing,7030.185,10.018,4,97.749,finished,,"soft,hard,medium"
42,3,SAI,SAI,Ferrari,7085.817,65.650,4,98.462,finished,,"soft,hard,medium"
42,4,LEC,LEC,Ferrari,7117.222,97.055,5,98.067,finished,,"soft,hard,medium"
42,5,NOR,NOR,McLaren,7154.074,133.907,4,99.140,finished,,"soft,hard,medium"
42,6,OCO,OCO,Alpine,7155.912,135.745,4,99.467,finished,,"soft,hard,medium"
42,7,ALO,ALO,Aston Martin,7159.838,139.671,4,99.664,finished,,"soft,hard,medium"
42,8,ALB,ALB,Williams,7160.797,140.630,4,99.054,finished,,"soft,hard,medium"
42,9,ZHO,ZHO,Kick Sauber,7160.965,140.798,4,99.512,finished,,"soft,hard,medium"
42,10,HAM,HAM,Mercedes,7161.416,141.249,4,98.949,finished,,"soft,hard,medium"
42,11,RUS,RUS,Mercedes,7161.938,141.771,4,99.686,finished,,"soft,hard,medium"
42,12,PIA,PIA,McLaren,7164.205,144.038,4,98.628,finished,,"soft,hard,medium"
42,13,TSU,TSU,RB,7165.132,144.966,4,98.804,finished,,"soft,hard,medium"
42,14,GAS,GAS,Alpine,7171.638,151.471,4,98.510,finished,,"soft,hard,medium"
42,15,RIC,RIC,RB,7175.526,155.359,5,98.663,finished,,"soft,hard,medium"
42,16,STR,STR,Aston Martin,7185.977,165.811,5,98.820,finished,,"soft,hard,medium"
42,17,SAR,SAR,Williams,7186.999,166.832,5,99.139,finished,,"soft,hard,medium"
42,18,HUL,HUL,Haas F1 Team,427.175,0.000,0,100.764,dnf,brake failure,soft
42,19,BOT,BOT,Kick Sauber,994.706,0.000,0,99.908,dnf,electrical failure,medium
42,20,MAG,MAG,Haas F1 Team,6428.507,0.000,4,100.112,dnf,brake failure,"soft,hard,medium"
43,1,PER,PER,Red Bull Racing,7193.998,0.000,4,97.823,finished,,"soft,hard,medium"
43,2,VER,VER,Red Bull Racing,7209.369,15.371,5,97.613,finished,,"soft,hard,medium"
43,3,SAI,SAI,Ferrari,7253.519,59.520,4,98.543,finished,,"soft,hard,medium"
43,4,LEC,LEC,Ferrari,7287.460,93.462,5,98.968,finished,,"soft,hard,medium"
43,5,RUS,RUS,Mercedes,7309.867,115.869,4,99.128,finished,,"soft,hard,medium"
43,6,OCO,OCO,Alpine,7318.588,124.589,4,99.573,finished,,"soft,hard,medium"
43,7,TSU,TSU,RB,7325.912,131.914,4,99.327,finished,,"soft,hard,medium"
43,8,HAM,HAM,Mercedes,7336.272,142.273,5,99.618,finished,,"soft,hard,medium"
43,9,SAR,SAR,Williams,7340.248,146.249,4,99.137,finished,,"soft,hard,medium"
43,10,BOT,BOT,Kick Sauber,7344.531,150.532,5,99.645,finished,,"soft,hard,medium"
43,11,ALO,ALO,Aston Martin,7347.943,153.945,5,99.108,finished,,"soft,hard,medium"
43,12,HUL,HUL,Haas F1 Team,7348.553,154.554,5,99.206,finished,,"soft,hard,medium"
43,13,PIA,PIA,McLaren,7349.813,155.814,5,99.526,finished,,"soft,hard,medium"
43,14,NOR,NOR,McLaren,7352.557,158.559,5,99.904,finished,,"soft,hard,medium"
43,15,RIC,RIC,RB,7354.167,160.169,5,99.882,finished,,"soft,hard,medium"
43,16,MAG,MAG,Haas F1 Team,7355.271,161.273,5,99.841,finished,,"soft,hard,medium"
43,17,ZHO,ZHO,Kick Sauber,7355.882,161.884,5,99.478,finished,,"soft,hard,medium"
43,18,GAS,GAS,Alpine,7358.137,164.138,5,99.803,finished,,"soft,hard,medium"
43,19,STR,STR,Aston Martin,7364.036,170.038,5,99.444,finished,,"soft,hard,medium"
43,20,ALB,ALB,Williams,909.799,0.000,0,100.711,dnf,engine failure,soft
44,1,VER,VER,Red Bull Racing,6899.068,0.000,4,97.035,finished,,"soft,hard,medium"
